SITE,N CHICKS,DATE,AGE CHICKS,START TIME,END TIME,IVIs,IVInum
22,3,21-Jul-18,10,13:43:07,13:45:49,02:04:38,0.0866
77,3,31-Jul-18,15,09:22:28,09:27:30,02:04:58,0.0868
80,3,02-Aug-18,20,14:35:00,14:38:08,02:05:00,0.0868
30,3,29-Jul-18,14,18:30:00,18:42:30,02:05:00,0.0868
29,1,29-Jul-18,16,11:01:59,11:06:36,02:05:21,0.087
29,1,27-Jul-18,14,20:44:16,20:50:21,02:05:53,0.0874
3,4,21-Jul-18,6,18:27:03,18:29:32,02:06:04,0.0875
78,2,23-Jul-18,6,13:21:12,13:28:03,02:06:12,0.0876
78,2,25-Jul-18,8,21:42:03,21:46:38,02:06:12,0.0876
97,3,24-Jul-18,10,08:45:00,09:00:00,02:06:16,0.0877
33,2,25-Jul-18,6,18:09:57,18:22:27,02:06:45,0.088
22,3,24-Jul-18,13,14:52:56,14:58:00,02:06:50,0.0881
45,3,13-Aug-18,28,14:31:47,14:31:57,02:07:17,0.0884
80,3,30-Jul-18,17,08:51:08,08:54:34,02:07:25,0.0885
3,4,24-Jul-18,9,15:46:14,15:58:01,02:07:28,0.0885
30,3,22-Jul-18,7,07:15:00,07:19:53,02:07:55,0.0888
45,3,25-Jul-18,8,14:18:40,14:25:14,02:08:00,0.0889
78,2,23-Jul-18,6,11:13:06,11:15:00,02:08:06,0.089
3,4,20-Jul-18,5,14:26:02,14:32:51,02:08:25,0.0892
78,2,30-Jul-18,13,07:03:43,07:47:23,02:08:43,0.0894
18,4,17-Jul-18,5,11:52:48,12:00:06,02:08:59,0.0896
18,4,23-Jul-18,11,20:34:42,20:44:47,02:09:05,0.0896
78,2,30-Jul-18,13,19:54:48,20:05:51,02:09:11,0.0897
18,4,28-Jul-18,16,10:26:41,10:37:12,02:09:13,0.0897
29,1,28-Jul-18,15,16:23:30,16:27:14,02:09:13,0.0897
18,3,07-Aug-18,26,21:14:54,21:15:04,02:09:36,0.09
22,3,23-Jul-18,12,12:01:29,12:05:46,02:09:45,0.0901
18,3,06-Aug-18,25,16:44:56,16:45:07,02:09:56,0.0902
3,4,23-Jul-18,8,17:39:19,17:49:33,02:10:01,0.0903
18,4,19-Jul-18,7,17:47:11,17:50:33,02:09:59,0.0903
75,2,17-Jul-18,6,16:42:19,16:48:14,02:10:57,0.0909
18,4,23-Jul-18,11,18:20:00,18:25:37,02:11:18,0.0912
75,1,02-Aug-18,22,07:55:31,08:01:52,02:11:47,0.0915
18,4,22-Jul-18,10,12:25:00,12:37:30,02:11:51,0.0916
78,2,23-Jul-18,6,20:03:10,20:10:18,02:12:19,0.0919
78,2,01-Aug-18,15,12:19:56,12:29:53,02:12:22,0.0919
77,3,22-Jul-18,6,10:00:00,10:05:00,02:12:30,0.092
77,3,25-Jul-18,9,14:35:00,14:42:30,02:12:30,0.092
77,3,28-Jul-18,12,19:15:00,19:20:00,02:12:30,0.092
18,4,22-Jul-18,10,18:00:00,18:06:24,02:12:30,0.092
18,2,14-Jul-18,2,16:06:59,16:11:07,02:12:47,0.0922
33,2,05-Aug-18,16,09:20:56,09:23:15,02:12:51,0.0923
29,1,04-Aug-18,21,11:43:07,11:45:00,02:13:07,0.0924
3,4,27-Jul-18,12,06:43:50,06:48:55,02:13:12,0.0925
33,2,04-Aug-18,15,10:59:04,11:04:09,02:13:32,0.0927
22,3,21-Jul-18,10,09:32:11,09:42:30,02:14:41,0.0935
80,3,27-Jul-18,14,09:05:00,09:09:11,02:15:00,0.0938
80,3,01-Aug-18,19,12:30:00,12:36:55,02:15:00,0.0938
97,3,25-Jul-18,11,09:30:00,09:45:00,02:15:00,0.0938
18,4,18-Jul-18,6,11:12:30,11:18:00,02:15:00,0.0938
33,2,20-Jul-18,1,20:00:00,20:07:30,02:15:09,0.0939
75,1,07-Aug-18,27,15:07:46,15:09:44,02:15:56,0.0944
29,1,24-Jul-18,11,20:25:00,20:28:08,02:15:57,0.0944
29,1,02-Aug-18,19,08:14:41,08:17:28,02:16:00,0.0944
45,3,22-Jul-18,5,05:58:51,06:04:24,02:16:02,0.0945
77,3,03-Aug-18,18,13:07:01,13:08:17,02:16:15,0.0946
80,3,24-Jul-18,11,13:41:12,14:49:32,02:16:22,0.0947
80,3,20-Jul-18,7,18:30:00,18:34:25,02:16:29,0.0948
53,3,27-Jul-18,11,19:34:20,19:46:06,02:16:35,0.0948
80,3,03-Aug-18,21,09:54:26,09:56:01,02:16:56,0.0951
75,2,25-Jul-18,14,08:13:42,08:17:46,02:16:56,0.0951
45,3,07-Aug-18,22,14:49:15,14:52:48,02:17:08,0.0952
33,2,05-Aug-18,16,16:45:00,16:51:28,02:17:36,0.0956
77,3,30-Jul-18,14,15:12:38,15:32:30,02:18:20,0.0961
78,2,08-Aug-18,22,15:19:04,15:22:37,02:18:35,0.0962
53,3,24-Jul-18,8,15:49:29,15:54:46,02:18:30,0.0962
78,2,06-Aug-18,20,19:08:36,19:20:17,02:18:36,0.0963
47,3,30-Jul-18,9,17:46:06,17:58:46,02:18:48,0.0964
18,4,23-Jul-18,11,15:54:06,16:08:42,02:18:48,0.0964
78,2,24-Jul-18,7,18:55:00,19:01:32,02:18:59,0.0965
3,4,30-Jul-18,15,10:03:21,10:15:00,02:18:58,0.0965
18,4,24-Jul-18,12,19:08,19:16:53,02:19:17,0.0967
77,3,01-Aug-18,16,16:46:55,17:00:58,02:19:25,0.0968
30,3,20-Jul-18,5,18:52:56,19:02:52,02:19:28,0.0969
33,2,02-Aug-18,13,14:30:45,14:33:26,02:20:09,0.0973
45,3,07-Aug-18,22,12:17:11,12:17:54,02:20:05,0.0973
29,3,16-Jul-18,3,19:45:00,20:00:00,02:20:35,0.0976
47,3,31-Jul-18,10,10:07:34,10:21:05,02:20:39,0.0977
47,3,28-Jul-18,7,21:11:48,21:17:01,02:20:49,0.0978
18,3,06-Aug-18,25,07:23:27,07:36:42,02:20:58,0.0979
33,2,02-Aug-18,13,20:59:28,21:05:54,02:21:08,0.098
33,2,05-Aug-18,16,13:11:00,13:25:47,02:21:58,0.0986
78,2,25-Jul-18,8,07:18:19,07:27:30,02:22:08,0.0987
78,2,31-Jul-18,14,17:45:00,17:49:27,02:22:05,0.0987
45,3,26-Jul-18,9,16:50:44,17:00:42,02:22:22,0.0989
77,3,21-Jul-18,5,06:25:00,06:30:00,02:22:30,0.099
53,3,21-Jul-18,5,22:08:40,22:13:13,02:22:32,0.099
22,3,18-Jul-18,7,13:05:00,13:13:17,02:22:30,0.099
22,3,18-Jul-18,7,17:25:00,17:32:30,02:22:30,0.099
33,2,01-Aug-18,12,16:57:07,17:02:46,02:22:32,0.099
47,3,29-Jul-18,8,20:22:41,20:31:51,02:22:40,0.0991
30,3,22-Jul-18,7,17:10:21,17:18:15,02:22:51,0.0992
75,2,24-Jul-18,13,18:41:34,18:51:27,02:23:24,0.0996
75,1,29-Jul-18,18,11:32:31,11:37:40,02:23:22,0.0996
3,4,25-Jul-18,10,16:58:31,17:08:58,02:23:24,0.0996
29,2,15-Jul-18,2,12:31:54,12:43:44,02:24:24,0.1003
45,3,08-Aug-18,23,15:18:18,15:20:25,02:24:44,0.1005
77,3,29-Jul-18,13,22:45:00,20:50:00,02:25:00,0.1007
77,3,30-Jul-18,14,12:48:27,12:54:18,02:25:02,0.1007
30,3,21-Jul-18,6,18:30:00,18:39:35,02:25:18,0.1009
29,2,15-Jul-18,2,15:09:15,15:13:29,02:25:31,0.1011
18,4,26-Jul-18,14,20:17:17,20:32:16,02:25:49,0.1013
29,1,05-Aug-18,22,11:40:40,11:43:37,02:26:17,0.1016
97,2,05-Aug-18,22,12:23:52,12:37:30,02:26:28,0.1017
29,1,30-Jul-18,17,09:53:30,10:00:07,02:26:30,0.1017
30,3,22-Jul-18,7,19:44:45,20:00:41,02:26:31,0.1017
3,4,26-Jul-18,11,19:03:56,19:10:00,02:26:38,0.1018
78,2,07-Aug-18,21,21:01:18,21:11:14,02:26:41,0.1019
18,4,26-Jul-18,14,11:20:34,11:23:59,02:26:40,0.1019
22,3,22-Jul-18,11,21:00:00,21:05:00,02:27:30,0.1024
53,3,01-Aug-18,16,15:46:28,16:08:51,02:27:46,0.1026
29,1,29-Jul-18,16,21:35:15,21:40:32,02:27:54,0.1027
77,3,01-Aug-18,16,20:51:34,20:54:40,02:29:04,0.1035
3,4,20-Jul-18,5,17:02:33,17:11:45,02:29:42,0.104
77,3,30-Jul-18,14,06:47:36,06:48:53,02:30:06,0.1042
97,3,23-Jul-18,9,22:30:00,22:45:00,02:30:00,0.1042
75,2,16-Jul-18,5,08:26:56,08:31:59,02:30:37,0.1046
18,4,29-Jul-18,17,16:49:39,17:00:00,02:30:37,0.1046
77,3,23-Jul-18,7,07:48:46,07:52:30,02:31:44,0.1054
78,2,31-Jul-18,14,08:13:34,08:23:32,02:32:25,0.1058
33,2,03-Aug-18,14,09:40:53,09:44:09,02:32:40,0.106
18,4,28-Jul-18,16,13:34:59,13:40:00,02:32:50,0.1061
22,3,19-Jul-18,8,19:20:00,19:47:30,02:32:56,0.1062
78,2,23-Jul-18,6,09:00:45,09:05:00,02:33:15,0.1064
3,4,22-Jul-18,7,07:55:59,08:04:51,02:33:15,0.1064
18,2,14-Jul-18,2,18:44:40,18:46:37,02:33:33,0.1066
53,3,30-Jul-18,14,08:15:34,08:18:15,02:33:43,0.1067
45,3,27-Jul-18,10,16:07:04,16:11:14,02:33:44,0.1068
97,2,01-Aug-18,18,22:00:02,22:09:42,02:34:01,0.107
78,2,26-Jul-18,9,12:44:45,12:50:39,02:34:20,0.1072
77,3,22-Jul-18,6,07:42:40,07:47:30,02:35:10,0.1078
77,3,01-Aug-18,16,08:33:09,08:35:42,02:35:26,0.1079
53,3,31-Jul-18,15,18:30:55,18:58:22,02:35:24,0.1079
33,2,29-Jul-18,9,13:13:40,13:18:57,02:35:35,0.108
53,3,26-Jul-18,10,12:35:00,12:37:11,02:36:00,0.1083
75,1,31-Jul-18,20,19:15:46,19:25:18,02:36:26,0.1086
22,3,15-Jul-18,4,22:00:00,22:10:55,02:36:38,0.1088
75,2,15-Jul-18,4,12:10:31,12:19:24,02:36:50,0.1089
18,4,21-Jul-18,9,20:02:52,20:17:30,02:36:50,0.1089
22,3,14-Jul-18,3,17:15:00,17:30:00,02:37:01,0.109
78,2,24-Jul-18,7,21:38:49,21:43:13,02:37:17,0.1092
78,2,05-Aug-18,19,18:18:07,18:20:00,02:37:14,0.1092
77,3,03-Aug-18,18,08:17:19,08:20:41,02:37:19,0.1092
97,2,31-Jul-18,17,14:45:49,13:52:59,02:37:11,0.1092
45,3,25-Jul-18,8,18:32:45,18:36:40,02:37:13,0.1092
45,3,10-Aug-18,25,14:42:24,14:45:00,02:37:24,0.1093
18,3,08-Aug-18,27,17:54:08,18:05:57,02:37:30,0.1094
18,4,22-Jul-18,10,10:04:01,10:13:08,02:37:42,0.1095
75,2,23-Jul-18,12,16:16:12,16:20:39,02:37:47,0.1096
53,3,24-Jul-18,8,10:21:50,10:35:42,02:38:16,0.1099
75,2,17-Jul-18,6,08:58:50,09:07:26,02:38:50,0.1103
18,4,28-Jul-18,16,08:00:00,08:17:27,02:38:54,0.1103
45,3,26-Jul-18,9,12:37:13,12:42:52,02:39:07,0.1105
45,3,23-Jul-18,6,12:47:19,12:49:54,02:39:31,0.1108
18,4,26-Jul-18,14,23:12:16,23:17:40,02:40:00,0.1111
53,3,24-Jul-18,8,13:15:49,13:30:59,02:40:07,0.1112
33,2,06-Aug-18,17,12:54:49,12:58:14,02:40:15,0.1113
47,3,30-Jul-18,9,07:22:26,07:29:30,02:40:25,0.1114
97,2,05-Aug-18,22,22:15:21,22:23:32,02:40:22,0.1114
29,1,05-Aug-18,22,07:47:01,08:00:21,02:40:28,0.1114
78,2,25-Jul-18,8,16:11:38,16:18:16,02:40:39,0.1116
18,4,22-Jul-18,10,20:47:08,20:52:30,02:40:44,0.1116
3,3,20-Jul-18,5,08:04:57,08:10:24,02:41:13,0.112
33,2,11-Aug-18,22,20:31:19,20:54:40,02:41:17,0.112
22,3,23-Jul-18,12,09:44:08,09:51:43,02:41:38,0.1122
18,3,04-Aug-18,23,18:04:35,18:05:00,02:42:05,0.1126
75,1,09-Aug-18,29,20:24:58,20:29:15,02:42:18,0.1127
77,3,24-Jul-18,8,14:00:00,14:07:30,02:42:30,0.1128
3,4,23-Jul-18,8,11:55:47,12:03:15,02:42:22,0.1128
18,3,01-Aug-18,20,09:06:34,09:16:31,02:42:32,0.1129
29,1,06-Aug-18,23,10:31:06,10:35:07,02:42:37,0.1129
33,2,30-Jul-18,10,16:28:40,16:35:35,02:42:40,0.113
77,1,08-Aug-18,23,13:25:00,13:27:56,02:43:03,0.1132
78,2,01-Aug-18,15,07:18:16,07:27:28,02:43:12,0.1133
33,2,06-Aug-18,17,20:40:04,21:14:09,02:43:21,0.1134
75,1,03-Aug-18,23,06:42:03,06:49:15,02:43:42,0.1137
29,1,03-Aug-18,20,17:57:33,18:02:30,02:44:01,0.1139
47,3,27-Jul-18,6,16:20:54,16:32:16,02:44:13,0.114
77,1,09-Aug-18,24,18:56:49,18:56:59,02:44:19,0.1141
78,2,29-Jul-18,12,21:20:00,21:24:10,02:44:45,0.1144
77,1,13-Aug-18,28,14:45:00,15:55:00,02:45:00,0.1146
97,2,29-Jul-18,15,19:00:00,19:15:00,02:45:00,0.1146
29,1,01-Aug-18,18,07:40:02,07:45:00,02:45:02,0.1146
33,2,04-Aug-18,15,19:18:12,19:33:16,02:45:03,0.1146
29,1,04-Aug-18,21,21:05:47,21:08:35,02:45:31,0.1149
29,1,01-Aug-18,18,10:31:03,10:35:30,02:46:03,0.1153
18,3,31-Jul-18,19,15:30:13,15:37:30,02:46:23,0.1155
22,3,15-Jul-18,4,12:33:31,12:52:19,02:46:31,0.1156
22,3,15-Jul-18,4,09:39:06,09:47:00,02:46:36,0.1157
33,2,02-Aug-18,13,07:51:43,07:55:06,02:46:43,0.1158
33,2,30-Jul-18,10,19:45:00,19:53:36,02:47:12,0.1161
77,3,24-Jul-18,8,21:30:00,21:35:00,02:47:30,0.1163
80,3,24-Jul-18,11,17:45:00,17:51:16,02:47:30,0.1163
47,3,31-Jul-18,10,13:08:35,13:19:06,02:47:30,0.1163
57,2,25-Jul-18,9,19:20:00,19:27:30,02:47:37,0.1164
3,3,19-Jul-18,4,16:16:37,16:28:00,02:47:58,0.1166
75,2,18-Jul-18,7,07:55:49,08:02:05,02:48:09,0.1168
78,2,31-Jul-18,14,11:12:17,11:13:17,02:48:45,0.1172
29,1,25-Jul-18,12,07:01:58,07:08:36,02:48:45,0.1172
29,1,28-Jul-18,15,07:09:05,07:11:45,02:49:05,0.1174
45,3,22-Jul-18,5,12:18:25,12:26:55,02:49:00,0.1174
33,2,03-Aug-18,14,12:33:25,12:37:11,02:49:16,0.1175
77,3,30-Jul-18,14,18:22:19,18:25:35,02:49:49,0.1179
77,1,04-Aug-18,19,07:32:14,07:33:39,02:49:44,0.1179
53,3,27-Jul-18,11,10:37:00,10:46:57,02:49:43,0.1179
18,4,28-Jul-18,16,16:30:00,16:34:10,02:50:00,0.1181
45,3,21-Jul-18,4,11:30:38,11:39:59,02:50:00,0.1181
18,3,10-Aug-18,29,10:16:39,10:17:50,02:50:18,0.1183
3,4,22-Jul-18,7,11:34:25,11:39:10,02:50:34,0.1184
77,3,27-Jul-18,11,16:20:00,16:25:00,02:50:48,0.1186
3,4,22-Jul-18,7,20:34:19,20:42:00,02:50:46,0.1186
33,2,30-Jul-18,10,13:39:29,13:46:00,02:50:49,0.1186
80,3,23-Jul-18,10,19:45:00,20:05:00,02:50:55,0.1187
53,3,24-Jul-18,8,22:35:00,22:46:14,02:50:56,0.1187
78,2,27-Jul-18,10,19:23:17,19:23:17,02:51:48,0.1193
78,2,08-Aug-18,22,08:23:07,08:34:01,02:52:31,0.1198
77,3,22-Jul-18,6,18:35:00,18:42:30,02:52:30,0.1198
77,3,02-Aug-18,17,12:40:37,12:50:26,02:52:30,0.1198
33,2,28-Jul-18,8,17:40:00,17:48:42,02:52:30,0.1198
18,3,01-Aug-18,20,20:53:58,20:57:56,02:52:54,0.1201
18,3,03-Aug-18,22,13:03:02,13:12:52,02:53:02,0.1202
33,2,09-Aug-18,20,15:42:17,15:53:50,02:53:19,0.1204
3,4,21-Jul-18,6,23:10:00,23:17:15,02:53:54,0.1208
22,3,20-Jul-18,9,13:29:07,13:32:31,02:54:07,0.1209
53,3,28-Jul-18,12,20:11:25,20:23:55,02:54:32,0.1212
53,3,26-Jul-18,10,07:40:26,07:53:58,02:54:40,0.1213
22,3,20-Jul-18,9,21:47:58,21:57:03,02:54:43,0.1213
47,3,26-Jul-18,5,13:50:03,13:57:43,02:55:00,0.1215
3,4,23-Jul-18,8,09:05:00,09:13:25,02:55:05,0.1216
75,2,13-Jul-18,2,20:09:46,20:16:35,02:55:29,0.1219
45,3,12-Aug-18,27,08:14:27,08:19:27,02:55:36,0.1219
45,3,06-Aug-18,21,21:04:16,21:05:51,02:56:25,0.1225
77,3,19-Jul-18,3,17:15:00,17:22:30,02:57:30,0.1233
57,2,22-Jul-18,6,09:55:00,10:00:00,02:57:30,0.1233
29,1,28-Jul-18,15,14:08:17,14:14:17,02:57:32,0.1233
18,3,02-Aug-18,21,18:22:59,18:35:14,02:57:42,0.1234
29,2,15-Jul-18,2,06:20:31,06:24:43,02:58:01,0.1236
33,2,09-Aug-18,20,18:51:57,19:24:18,02:58:07,0.1237
78,2,26-Jul-18,9,15:49:03,15:55:04,02:58:24,0.1239
18,4,22-Jul-18,10,15:36:25,15:47:30,02:58:55,0.1242
18,3,31-Jul-18,19,09:53:02,09:55:56,02:58:53,0.1242
18,4,29-Jul-18,17,14:10:47,14:19:02,02:59:40,0.1248
78,2,30-Jul-18,13,17:42:21,17:45:37,02:59:53,0.1249
3,4,28-Jul-18,13,15:54:30,15:56:44,02:59:51,0.1249
77,2,18-Jul-18,2,14:25:00,14:32:30,03:00:00,0.125
53,3,22-Jul-18,6,17:12:27,17:21:27,03:00:26,0.1253
47,3,27-Jul-18,6,21:31:20,21:39:34,03:00:53,0.1256
75,2,17-Jul-18,6,06:19:01,06:20:00,03:01:00,0.1257
77,3,02-Aug-18,17,20:53:38,20:58:55,03:01:08,0.1258
97,2,06-Aug-18,23,20:15:00,20:30:00,03:01:41,0.1262
77,3,31-Jul-18,15,14:25:00,14:28:29,03:02:30,0.1267
78,2,21-Jul-18,4,08:10:20,08:18:38,03:03:20,0.1273
53,3,31-Jul-18,15,12:44:43,12:48:53,03:03:47,0.1276
75,2,18-Jul-18,7,15:30:00,15:36:26,03:04:12,0.1279
77,1,13-Aug-18,28,10:50:00,12:00:00,03:05:00,0.1285
78,2,25-Jul-18,8,19:23:24,19:35:51,03:05:08,0.1286
30,3,27-Jul-18,12,17:00:00,17:22:30,03:05:23,0.1287
18,4,20-Jul-18,8,20:48:48,20:52:30,03:05:44,0.129
30,3,21-Jul-18,6,14:43:17,14:53:54,03:06:56,0.1298
77,3,21-Jul-18,5,14:20:00,14:27:30,03:07:30,0.1302
53,3,20-Jul-18,4,06:44:36,06:50:54,03:08:42,0.131
18,4,17-Jul-18,5,15:08:50,15:13:46,03:08:44,0.1311
33,2,06-Aug-18,17,18:26:21,18:36:22,03:09:25,0.1315
29,3,16-Jul-18,3,17:18:40,17:24:25,03:09:56,0.1319
53,3,27-Jul-18,11,13:57:03,14:01:41,03:10:06,0.132
18,4,23-Jul-18,11,13:20:07,13:35:18,03:11:06,0.1327
75,2,14-Jul-18,3,17:42:27,17:45:59,03:11:50,0.1332
22,3,18-Jul-18,7,10:35:00,10:42:30,03:12:30,0.1337
45,3,09-Aug-18,24,13:21:36,13:23:01,03:12:29,0.1337
45,3,27-Jul-18,10,07:58:19,08:01:13,03:12:53,0.1339
18,4,26-Jul-18,14,14:37:46,14:40:00,03:13:47,0.1346
53,3,24-Jul-18,8,19:08:42,19:17:35,03:13:56,0.1347
47,3,25-Jul-18,4,19:54:23,20:02:26,03:14:06,0.1348
18,4,20-Jul-18,8,14:19:38,14:25:36,03:14:06,0.1348
75,2,24-Jul-18,13,16:13:45,16:18:10,03:14:13,0.1349
18,3,02-Aug-18,21,11:50:38,11:58:55,03:14:14,0.1349
3,4,27-Jul-18,12,18:17:14,18:20:16,03:14:25,0.135
80,3,17-Jul-18,4,17:38:23,17:45:56,03:14:57,0.1354
29,1,25-Jul-18,12,19:49:23,19:57:23,03:15:21,0.1357
147,2,18-Jul-18,4,13:25:10,13:27:43,03:15:38,0.1359
3,4,25-Jul-18,10,14:25:54,14:35:07,03:16:27,0.1364
75,2,16-Jul-18,5,05:45:30,05:56:19,03:16:56,0.1368
75,2,15-Jul-18,4,20:56:19,21:01:43,03:17:35,0.1372
53,3,23-Jul-18,7,16:53:40,16:56:28,03:17:34,0.1372
57,2,26-Jul-18,10,13:40:00,13:47:30,03:17:30,0.1372
30,3,23-Jul-18,8,18:45:00,18:52:30,03:17:30,0.1372
45,3,10-Aug-18,25,12:00:00,12:05:00,03:17:30,0.1372
3,4,23-Jul-18,8,15:21:19,15:29:17,03:18:04,0.1375
22,3,16-Jul-18,5,12:41:15,12:46:17,03:17:57,0.1375
80,3,31-Jul-18,18,20:04:55,20:08:20,03:18:22,0.1378
77,3,31-Jul-18,15,19:31:05,19:40:00,03:18:35,0.1379
53,3,25-Jul-18,9,19:06:45,19:13:42,03:18:31,0.1379
33,2,31-Jul-18,11,17:15:53,17:21:06,03:18:31,0.1379
77,3,26-Jul-18,10,16:35:00,16:42:29,03:20:00,0.1389
29,1,03-Aug-18,20,08:30:09,08:32:34,03:20:09,0.139
18,4,27-Jul-18,15,19:17:49,19:24:51,03:20:33,0.1393
53,3,29-Jul-18,13,07:38:18,07:48:40,03:21:52,0.1402
18,4,25-Jul-18,13,18:58:57,19:12:47,03:22:37,0.1407
47,3,30-Jul-18,9,21:47:27,21:54:55,03:24:59,0.1423
33,2,09-Aug-18,20,12:34:29,12:48:58,03:25:22,0.1426
80,3,30-Jul-18,17,19:40:00,19:45:00,03:26:02,0.1431
75,2,24-Jul-18,13,22:17:37,22:18:53,03:26:11,0.1432
53,3,20-Jul-18,4,16:43:02,16:54:31,03:26:24,0.1433
3,4,24-Jul-18,9,12:11:57,12:23:06,03:26:37,0.1435
77,3,29-Jul-18,13,11:55:00,12:00:00,03:27:30,0.1441
18,4,21-Jul-18,9,14:51:43,15:04:27,03:27:56,0.1444
18,3,08-Aug-18,27,21:34:29,21:45:22,03:28:32,0.1448
77,3,01-Aug-18,16,14:13:48,14:27:30,03:28:48,0.145
18,3,03-Aug-18,22,18:32:51,18:35:00,03:28:51,0.145
75,2,26-Jul-18,15,21:25:30,21:32:50,03:29:10,0.1453
75,1,27-Jul-18,16,10:09:22,10:11:40,03:29:22,0.1454
45,3,07-Aug-18,22,19:29:53,19:31:17,03:29:20,0.1454
77,1,14-Aug-18,29,18:50:34,18:55:00,03:30:03,0.1459
75,1,15-Aug-18,35,10:22:34,10:46:12,03:30:04,0.1459
29,2,15-Jul-18,2,09:55:26,10:07:30,03:30:43,0.1463
75,2,14-Jul-18,3,10:05:00,10:08:48,03:30:49,0.1464
78,2,26-Jul-18,9,19:26:02,19:39:13,03:30:58,0.1465
3,4,21-Jul-18,6,16:13:58,16:20:59,03:32:01,0.1472
77,3,23-Jul-18,7,16:34:34,16:37:30,03:32:04,0.1473
45,3,26-Jul-18,9,20:32:50,20:37:10,03:32:08,0.1473
75,1,06-Aug-18,26,21:23:06,21:28:09,03:33:22,0.1482
30,3,23-Jul-18,8,07:45:00,08:01:02,03:34:06,0.1487
75,2,13-Jul-18,2,09:15:00,09:20:00,03:34:28,0.1489
18,4,19-Jul-18,7,21:25:00,21:30:39,03:34:27,0.1489
80,3,24-Jul-18,11,11:17:04,11:24:50,03:34:34,0.149
33,2,01-Aug-18,12,08:45:48,08:52:22,03:34:36,0.149
18,4,23-Jul-18,11,08:12:44,08:17:34,03:35:14,0.1495
3,4,25-Jul-18,10,09:02:22,09:07:21,03:35:25,0.1496
18,3,02-Aug-18,21,08:25:24,08:36:24,03:35:24,0.1496
29,1,06-Aug-18,23,14:11:10,14:14:15,03:36:03,0.15
45,3,24-Jul-18,7,11:14:56,11:19:50,03:36:01,0.15
22,3,20-Jul-18,9,10:23:49,10:35:00,03:36:19,0.1502
18,3,01-Aug-18,20,17:42:31,18:01:04,03:36:30,0.1503
33,2,04-Aug-18,15,16:22:51,16:33:09,03:36:59,0.1507
78,2,09-Aug-18,23,10:33:40,10:58:09,03:37:21,0.1509
47,3,25-Jul-18,4,16:33:25,16:40:17,03:37:16,0.1509
3,4,28-Jul-18,13,22:26:59,22:37:21,03:37:32,0.1511
33,2,10-Aug-18,21,18:26:54,18:58:17,03:37:41,0.1512
18,3,09-Aug-18,28,09:52:05,10:07:30,03:38:18,0.1516
29,1,26-Jul-18,13,17:06:58,17:14:04,03:38:21,0.1516
3,4,26-Jul-18,11,10:54:30,11:02:05,03:38:27,0.1517
18,4,18-Jul-18,6,08:51:51,08:57:30,03:39:21,0.1523
3,4,23-Jul-18,8,21:29:02,21:36:21,03:39:29,0.1524
33,2,12-Aug-18,23,19:16:47,19:21:04,03:39:34,0.1525
53,3,23-Jul-18,7,13:25:14,13:36:06,03:40:14,0.1529
22,3,24-Jul-18,13,12:39:05,12:46:06,03:41:02,0.1535
53,3,29-Jul-18,13,11:29:56,11:41:15,03:41:16,0.1537
33,2,27-Jul-18,7,18:55:24,19:05:45,03:41:19,0.1537
75,2,16-Jul-18,5,16:43:29,16:48:43,03:42:01,0.1542
78,2,25-Jul-18,8,13:24:25,13:30:59,03:42:29,0.1545
77,3,20-Jul-18,4,15:55:00,16:02:30,03:42:30,0.1545
77,3,22-Jul-18,6,23:10:00,23:15:00,03:42:30,0.1545
29,1,28-Jul-18,15,20:10:55,20:14:29,03:43:41,0.1553
45,3,14-Aug-18,29,09:57:34,09:58:13,03:43:43,0.1554
18,3,05-Aug-18,24,18:01:31,18:17:13,03:43:53,0.1555
45,3,13-Aug-18,28,12:23:15,12:24:30,03:45:13,0.1564
53,3,21-Jul-18,5,07:49:19,07:57:13,03:45:25,0.1565
47,3,27-Jul-18,6,13:26:54,13:36:41,03:45:18,0.1565
77,1,12-Aug-18,27,12:20:32,12:30:00,03:45:32,0.1566
78,2,31-Jul-18,14,15:12:47,15:22:55,03:46:34,0.1573
18,4,17-Jul-18,5,07:26:03,07:31:59,03:46:43,0.1574
57,2,21-Jul-18,5,16:57:14,17:02:29,03:47:45,0.1582
78,2,02-Aug-18,16,17:56:08,18:02:10,03:48:58,0.159
57,2,21-Jul-18,5,13:01:30,13:09:29,03:49:00,0.159
45,3,23-Jul-18,6,16:55:43,17:04:36,03:49:50,0.1596
75,1,07-Aug-18,27,20:30:39,20:51:46,03:50:09,0.1598
75,2,14-Jul-18,3,22:20:55,22:30:00,03:51:05,0.1605
78,2,07-Aug-18,21,17:06:35,17:11:54,03:51:54,0.161
22,3,14-Jul-18,3,14:30:00,14:37:59,03:51:47,0.161
75,2,18-Jul-18,7,11:54:16,11:57:20,03:52:11,0.1612
75,1,28-Jul-18,17,14:17:29,14:23:54,03:52:10,0.1612
45,3,12-Aug-18,27,22:15:50,22:20:04,03:52:29,0.1614
57,2,21-Jul-18,5,09:05:00,09:12:30,03:52:30,0.1615
57,2,26-Jul-18,10,17:40:00,17:52:15,03:52:30,0.1615
29,1,25-Jul-18,12,16:28:24,16:34:02,03:53:41,0.1623
80,3,23-Jul-18,10,15:12:47,15:17:30,03:54:19,0.1627
53,3,21-Jul-18,5,16:30:11,16:38:09,03:54:37,0.1629
77,3,24-Jul-18,8,11:05:00,11:17:30,03:55:00,0.1632
